	 ExtractedX	 ExtractedY
1630584007.334080	658	690
1630584007.367410	656	675
1630584007.400750	664	687
1630584007.434080	660	671
1630584007.467410	670	681
1630584007.500750	662	666
1630584007.534080	672	674
1630584007.567410	674	670
1630584007.600750	675	665
1630584007.634080	676	662
1630584007.667410	678	657
1630584007.700750	681	651
1630584007.734080	683	644
1630584007.767410	682	642
1630584007.800750	681	641
1630584007.834080	680	641
1630584007.867420	679	641
1630584007.900750	678	641
1630584007.934080	678	640
1630584007.967420	677	641
1630584008.000750	676	641
1630584008.034080	658	640
1630584008.067420	656	642
1630584008.100750	654	642
1630584008.134080	653	642
1630584008.167420	652	641
1630584008.200750	652	640
1630584008.234080	652	640
1630584008.267420	650	641
1630584008.300750	649	640
1630584008.334080	648	640
1630584008.367420	648	642
1630584008.400750	648	642
1630584008.434080	647	641
1630584008.467420	647	640
1630584008.500750	647	640
1630584008.534080	647	640
1630584008.567420	647	640
1630584008.600750	647	640
1630584008.634080	646	641
1630584008.667420	646	641
1630584008.700750	645	641
1630584008.734080	644	642
1630584008.767420	644	642
1630584008.800750	644	642
1630584008.834090	644	642
1630584008.867420	644	642
1630584008.900750	645	642
1630584008.934090	645	642
1630584008.967420	645	642
1630584009.000750	645	642
1630584009.034090	645	642
1630584009.067420	645	642
1630584009.100750	645	642
1630584009.134090	645	642
1630584009.167420	645	642
1630584009.200750	644	642
1630584009.234090	644	642
1630584009.267420	644	642
1630584009.300750	644	642
1630584009.334090	644	642
1630584009.367420	644	642
1630584009.400750	644	642
1630584009.434090	644	642
1630584009.467420	644	642
1630584009.500750	644	642
1630584009.534090	644	642
1630584009.567420	644	642
1630584009.600750	644	642
1630584009.634090	644	642
1630584009.667420	644	642
1630584009.700760	644	642
1630584009.734090	644	642
1630584009.767420	644	642
1630584009.800760	644	642
1630584009.834090	644	642
1630584009.867420	644	642
1630584009.900760	644	642
1630584009.934090	644	642
1630584009.967420	644	642
1630584010.000760	644	642
1630584010.034090	644	642
1630584010.067420	644	642
1630584010.100760	644	642
1630584010.134090	644	642
1630584010.167420	644	642
1630584010.200760	644	642
1630584010.234090	644	642
1630584010.267420	644	642
1630584010.300760	644	642
1630584010.334090	644	643
1630584010.367420	644	642
1630584010.400760	644	642
1630584010.434090	644	642
1630584010.467420	644	642
1630584010.500760	644	642
1630584010.534090	644	642
1630584010.567430	644	642
1630584010.600760	644	642
1630584010.634090	658	641
1630584010.667430	646	651
1630584010.700760	644	652
1630584010.734090	641	653
1630584010.767430	640	653
1630584010.800760	638	654
1630584010.834090	637	654
1630584010.867430	634	654
1630584010.900760	631	654
1630584010.934090	629	654
1630584010.967430	627	654
1630584011.000760	626	654
1630584011.034090	624	654
1630584011.067430	623	653
1630584011.100760	623	653
1630584011.134090	623	653
1630584011.167430	623	653
1630584011.200760	623	653
1630584011.234090	622	653
1630584011.267430	622	654
1630584011.300760	622	654
1630584011.334090	621	654
1630584011.367430	620	654
1630584011.400760	619	654
1630584011.434090	620	656
1630584011.467430	615	660
1630584011.500760	616	664
1630584011.534100	615	652
1630584011.567430	613	653
1630584011.600760	611	653
1630584011.634100	610	653
1630584011.667430	608	653
1630584011.700760	605	655
1630584011.734100	602	660
1630584011.767430	603	662
1630584011.800760	603	662
1630584011.834100	603	661
1630584011.867430	603	659
1630584011.900760	602	658
1630584011.934100	602	674
1630584011.967430	602	674
1630584012.000760	602	675
1630584012.034100	602	675
1630584012.067430	603	676
1630584012.100760	602	676
1630584012.134100	601	675
1630584012.167430	601	675
1630584012.200760	602	675
1630584012.234100	602	675
1630584012.267430	603	674
1630584012.300760	605	675
1630584012.334100	607	678
1630584012.367430	609	683
1630584012.400760	611	690
1630584012.434100	613	699
1630584012.467430	615	707
1630584012.500770	616	715
1630584012.534100	605	715
1630584012.567430	608	720
1630584012.600770	610	723
1630584012.634100	611	725
1630584012.667430	612	727
1630584012.700770	612	728
1630584012.734100	611	728
1630584012.767430	611	727
1630584012.800770	610	725
1630584012.834100	609	723
1630584012.867430	610	722
1630584012.900770	611	720
1630584012.934100	612	720
1630584012.967430	612	720
1630584013.000770	612	722
1630584013.034100	627	732
1630584013.067430	627	735
1630584013.100770	625	737
1630584013.134100	621	741
1630584013.167430	618	745
1630584013.200770	617	749
1630584013.234100	617	752
1630584013.267440	618	756
1630584013.300770	620	760
1630584013.334100	621	763
1630584013.367440	624	765
1630584013.400770	627	767
1630584013.434100	629	767
1630584013.467440	631	768
1630584013.500770	633	770
1630584013.534100	633	772
1630584013.567440	616	769
1630584013.600770	616	768
1630584013.634100	616	768
1630584013.667440	615	767
1630584013.700770	614	765
1630584013.734100	611	762
1630584013.767440	607	759
1630584013.800770	602	755
1630584013.834100	602	754
1630584013.867440	602	754
1630584013.900770	602	754
1630584013.934100	602	753
1630584013.967440	601	751
1630584014.000770	601	750
1630584014.034100	602	749
1630584014.067440	602	748
1630584014.100770	601	745
1630584014.134100	602	742
1630584014.167440	601	738
1630584014.200770	601	735
1630584014.234110	601	734
1630584014.267440	601	733
1630584014.300770	601	732
1630584014.334110	601	732
1630584014.367440	601	733
1630584014.400770	601	733
1630584014.434110	602	734
1630584014.467440	602	734
1630584014.500770	602	734
1630584014.534110	602	734
1630584014.567440	602	734
1630584014.600770	602	734
1630584014.634110	601	734
1630584014.667440	601	735
1630584014.700770	602	736
1630584014.734110	602	736
1630584014.767440	602	736
1630584014.800770	604	734
1630584014.834110	604	733
1630584014.867440	604	732
1630584014.900770	605	730
1630584014.934110	605	730
1630584014.967440	605	729
1630584015.000770	606	728
1630584015.034110	607	728
1630584015.067440	608	728
1630584015.100770	610	727
1630584015.134110	612	728
1630584015.167440	613	727
1630584015.200780	615	726
1630584015.234110	616	727
1630584015.267440	616	728
1630584015.300780	615	729
1630584015.334110	615	731
1630584015.367440	615	733
1630584015.400780	615	734
1630584015.434110	614	734
1630584015.467440	614	735
1630584015.500780	613	735
1630584015.534110	612	735
1630584015.567440	611	735
1630584015.600780	609	736
1630584015.634110	625	742
1630584015.667440	623	744
1630584015.700780	621	747
1630584015.734110	621	752
1630584015.767440	623	757
1630584015.800780	625	762
1630584015.834110	612	763
1630584015.867440	613	765
1630584015.900780	614	767
1630584015.934110	615	768
1630584015.967440	615	769
1630584016.000780	615	769
1630584016.034110	616	769
1630584016.067450	616	769
1630584016.100780	616	769
1630584016.134110	615	769
1630584016.167450	614	768
1630584016.200780	614	767
1630584016.234110	615	765
1630584016.267450	619	764
1630584016.300780	627	764
1630584016.334110	636	763
1630584016.367450	644	761
1630584016.400780	652	759
1630584016.434110	661	756
1630584016.467450	669	753
1630584016.500780	672	752
1630584016.534110	673	752
1630584016.567450	671	755
1630584016.600780	672	756
1630584016.634110	675	757
1630584016.667450	677	756
1630584016.700780	678	756
1630584016.734110	679	755
1630584016.767450	679	755
1630584016.800780	678	755
1630584016.834110	677	756
1630584016.867450	677	756
1630584016.900780	677	756
1630584016.934110	677	755
1630584016.967450	679	753
1630584017.000780	681	750
1630584017.034120	681	746
1630584017.067450	695	732
1630584017.100780	695	731
1630584017.134120	694	730
1630584017.167450	694	730
1630584017.200780	694	728
1630584017.234120	694	727
1630584017.267450	695	725
1630584017.300780	695	723
1630584017.334120	695	723
1630584017.367450	695	724
1630584017.400780	695	723
1630584017.434120	695	723
1630584017.467450	695	724
1630584017.500780	695	723
1630584017.534120	695	724
1630584017.567450	695	723
1630584017.600780	696	722
1630584017.634120	695	721
1630584017.667450	695	721
1630584017.700780	695	719
1630584017.734120	695	716
1630584017.767450	695	713
1630584017.800780	696	712
1630584017.834120	696	712
1630584017.867450	696	712
1630584017.900790	696	712
1630584017.934120	696	712
1630584017.967450	696	712
1630584018.000790	695	712
1630584018.034120	695	713
1630584018.067450	696	714
1630584018.100790	696	714
1630584018.134120	696	714
1630584018.167450	696	714
1630584018.200790	696	714
1630584018.234120	696	714
1630584018.267450	696	714
1630584018.300790	696	714
1630584018.334120	696	714
1630584018.367450	696	714
1630584018.400790	696	714
1630584018.434120	696	714
1630584018.467450	696	714
1630584018.500790	696	714
1630584018.534120	696	714
1630584018.567450	696	714
1630584018.600790	695	714
1630584018.634120	696	714
1630584018.667450	696	714
1630584018.700790	696	714
1630584018.734120	696	714
1630584018.767460	696	714
1630584018.800790	696	714
1630584018.834120	696	714
1630584018.867460	696	714
1630584018.900790	695	713
1630584018.934120	696	713
1630584018.967460	695	714
1630584019.000790	695	714
1630584019.034120	696	715
1630584019.067460	696	717
1630584019.100790	696	718
1630584019.134120	696	720
1630584019.167460	696	721
1630584019.200790	696	722
1630584019.234120	695	722
1630584019.267460	696	722
1630584019.300790	696	722
1630584019.334120	696	722
1630584019.367460	696	722
1630584019.400790	696	722
1630584019.434120	696	722
1630584019.467460	696	722
1630584019.500790	696	722
1630584019.534120	696	722
1630584019.567460	696	722
1630584019.600790	696	722
1630584019.634120	696	722
1630584019.667460	696	722
1630584019.700790	696	722
1630584019.734130	696	722
1630584019.767460	696	722
1630584019.800790	696	722
1630584019.834130	696	723
1630584019.867460	696	724
1630584019.900790	696	724
1630584019.934130	696	724
1630584019.967460	696	724
1630584020.000790	696	724
1630584020.034130	696	724
1630584020.067460	696	724
1630584020.100790	696	724
1630584020.134130	696	724
1630584020.167460	696	724
1630584020.200790	696	724
1630584020.234130	696	724
1630584020.267460	696	724
1630584020.300790	695	725
1630584020.334130	695	725
1630584020.367460	696	726
1630584020.400790	696	726
1630584020.434130	696	726
1630584020.467460	696	726
1630584020.500790	695	727
1630584020.534130	696	727
1630584020.567460	696	727
1630584020.600790	696	727
1630584020.634130	696	727
1630584020.667460	696	727
1630584020.700800	695	727
1630584020.734130	696	728
1630584020.767460	696	727
1630584020.800800	696	727
1630584020.834130	696	727
1630584020.867460	696	727
1630584020.900800	695	727
1630584020.934130	696	728
1630584020.967460	695	727
1630584021.000800	696	727
1630584021.034130	696	727
1630584021.067460	696	728
1630584021.100800	696	727
1630584021.134130	696	728
1630584021.167460	696	728
1630584021.200800	696	728
1630584021.234130	696	728
1630584021.267460	696	728
1630584021.300800	696	729
1630584021.334130	695	729
1630584021.367460	696	729
1630584021.400800	695	729
1630584021.434130	695	729
1630584021.467460	695	729
1630584021.500800	696	729
1630584021.534130	695	729
1630584021.567470	696	729
1630584021.600800	696	729
1630584021.634130	696	729
1630584021.667470	696	730
1630584021.700800	696	730
1630584021.734130	696	730
1630584021.767470	696	730
1630584021.800800	696	730
1630584021.834130	696	730
1630584021.867470	696	730
1630584021.900800	696	730
1630584021.934130	696	730
1630584021.967470	696	730
1630584022.000800	696	730
1630584022.034130	696	730
1630584022.067470	696	730
1630584022.100800	695	725
1630584022.134130	695	715
1630584022.167470	688	706
1630584022.200800	682	700
1630584022.234130	675	701
1630584022.267470	668	704
1630584022.300800	665	704
1630584022.334130	663	699
1630584022.367470	663	693
1630584022.400800	665	689
1630584022.434140	667	688
1630584022.467470	669	689
1630584022.500800	670	690
1630584022.534140	671	690
1630584022.567470	669	689
1630584022.600800	667	688
1630584022.634140	667	688
1630584022.667470	678	701
1630584022.700800	679	700
1630584022.734140	669	687
1630584022.767470	668	688
1630584022.800800	669	688
1630584022.834140	679	700
1630584022.867470	679	698
1630584022.900800	670	684
1630584022.934140	671	685
1630584022.967470	671	684
1630584023.000800	680	699
1630584023.034140	672	687
1630584023.067470	673	687
1630584023.100800	673	685
1630584023.134140	682	696
1630584023.167470	681	695
1630584023.200800	681	695
1630584023.234140	673	681
1630584023.267470	683	692
1630584023.300800	684	691
1630584023.334140	684	692
1630584023.367470	674	679
1630584023.400810	684	692
1630584023.434140	684	692
1630584023.467470	684	692
1630584023.500810	684	692
1630584023.534140	684	692
1630584023.567470	674	679
1630584023.600810	674	679
1630584023.634140	674	679
1630584023.667470	675	679
1630584023.700810	675	678
1630584023.734140	685	691
1630584023.767470	685	690
1630584023.800810	686	690
1630584023.834140	686	689
1630584023.867470	687	689
1630584023.900810	688	688
1630584023.934140	691	687
1630584023.967470	691	686
1630584024.000810	692	685
1630584024.034140	691	685
1630584024.067470	691	686
1630584024.100810	693	687
1630584024.134140	688	687
1630584024.167470	688	687
1630584024.200810	688	687
1630584024.234140	691	686
1630584024.267470	691	686
1630584024.300810	691	685
1630584024.334140	691	686
1630584024.367480	692	686
1630584024.400810	692	686
1630584024.434140	692	686
1630584024.467480	692	685
1630584024.500810	692	686
1630584024.534140	692	686
1630584024.567480	692	686
1630584024.600810	693	685
1630584024.634140	693	685
1630584024.667480	693	685
1630584024.700810	693	685
1630584024.734140	693	685
1630584024.767480	694	685
1630584024.800810	694	685
1630584024.834140	694	685
1630584024.867480	693	685
1630584024.900810	694	685
1630584024.934140	694	685
1630584024.967480	694	684
1630584025.000810	694	684
1630584025.034140	694	684
1630584025.067480	694	684
1630584025.100810	694	684
1630584025.134140	694	684
1630584025.167480	694	684
1630584025.200810	694	684
1630584025.234150	694	684
1630584025.267480	694	684
1630584025.300810	694	684
1630584025.334150	694	684
1630584025.367480	694	684
1630584025.400810	694	684
1630584025.434150	694	684
1630584025.467480	694	684
1630584025.500810	694	684
1630584025.534150	694	684
1630584025.567480	695	684
1630584025.600810	695	684
1630584025.634150	695	684
1630584025.667480	695	684
1630584025.700810	695	684
1630584025.734150	695	684
1630584025.767480	695	684
1630584025.800810	695	684
1630584025.834150	695	683
1630584025.867480	695	683
1630584025.900810	695	684
1630584025.934150	695	684
1630584025.967480	694	684
1630584026.000810	694	684
1630584026.034150	694	684
1630584026.067480	694	684
1630584026.100820	694	684
1630584026.134150	694	684
1630584026.167480	694	684
1630584026.200820	694	684
1630584026.234150	694	684
1630584026.267480	694	684
1630584026.300820	694	684
1630584026.334150	694	684
1630584026.367480	694	684
1630584026.400820	694	684
1630584026.434150	694	684
1630584026.467480	693	685
1630584026.500820	692	685
1630584026.534150	691	686
1630584026.567480	691	688
1630584026.600820	691	690
1630584026.634150	691	693
1630584026.667480	687	696
1630584026.700820	684	697
1630584026.734150	682	697
1630584026.767480	682	698
1630584026.800820	690	693
1630584026.834150	694	691
1630584026.867480	690	699
1630584026.900820	690	701
1630584026.934150	695	699
1630584026.967480	690	702
1630584027.000820	695	701
1630584027.034150	696	709
1630584027.067490	696	714
1630584027.100820	696	716
1630584027.134150	696	718
1630584027.167490	696	721
1630584027.200820	696	724
1630584027.234150	696	726
1630584027.267490	696	727
1630584027.300820	695	727
1630584027.334150	696	729
1630584027.367490	696	732
1630584027.400820	696	735
1630584027.434150	696	737
1630584027.467490	697	740
1630584027.500820	697	741
1630584027.534150	697	741
1630584027.567490	696	741
1630584027.600820	697	742
1630584027.634150	696	742
1630584027.667490	696	743
1630584027.700820	697	743
1630584027.734150	697	743
1630584027.767490	697	743
1630584027.800820	696	743
1630584027.834150	696	743
1630584027.867490	696	742
1630584027.900820	696	741
1630584027.934160	696	738
1630584027.967490	696	734
1630584028.000820	696	732
1630584028.034160	696	728
1630584028.067490	696	724
1630584028.100820	694	719
1630584028.134160	692	713
1630584028.167490	691	711
1630584028.200820	687	711
1630584028.234160	686	711
1630584028.267490	670	713
1630584028.300820	685	711
1630584028.334160	670	713
1630584028.367490	670	712
1630584028.400820	670	710
1630584028.434160	682	704
1630584028.467490	681	702
1630584028.500820	680	700
1630584028.534160	675	702
1630584028.567490	674	700
1630584028.600820	672	700
1630584028.634160	670	699
1630584028.667490	670	698
1630584028.700820	670	698
1630584028.734160	670	698
1630584028.767490	670	698
1630584028.800820	670	698
1630584028.834160	669	698
1630584028.867490	667	699
1630584028.900830	666	699
1630584028.934160	665	699
1630584028.967490	665	701
1630584029.000830	667	703
1630584029.034160	669	702
1630584029.067490	670	702
1630584029.100830	670	701
1630584029.134160	669	702
1630584029.167490	668	703
1630584029.200830	669	703
1630584029.234160	672	706
1630584029.267490	675	709
1630584029.300830	677	711
1630584029.334160	679	713
1630584029.367490	683	715
1630584029.400830	687	717
1630584029.434160	690	722
1630584029.467490	690	724
1630584029.500830	689	725
1630584029.534160	687	726
1630584029.567490	685	724
1630584029.600830	688	722
1630584029.634160	686	723
1630584029.667490	686	724
1630584029.700830	686	728
1630584029.734160	686	734
1630584029.767500	687	738
1630584029.800830	687	743
1630584029.834160	674	751
1630584029.867500	692	752
1630584029.900830	688	758
1630584029.934160	670	761
1630584029.967500	682	766
1630584030.000830	667	766
1630584030.034160	668	770
1630584030.067500	667	775
1630584030.100830	667	780
1630584030.134160	664	787
1630584030.167500	661	791
1630584030.200830	659	795
1630584030.234160	660	802
1630584030.267500	661	802
1630584030.300830	660	802
1630584030.334160	659	802
1630584030.367500	658	803
1630584030.400830	656	803
1630584030.434160	654	804
1630584030.467500	653	805
1630584030.500830	652	806
1630584030.534160	669	806
1630584030.567500	669	806
1630584030.600830	671	805
1630584030.634170	673	803
1630584030.667500	660	809
1630584030.700830	662	808
1630584030.734170	663	809
1630584030.767500	665	808
1630584030.800830	681	794
1630584030.834170	669	799
1630584030.867500	669	797
1630584030.900830	670	796
1630584030.934170	669	796
1630584030.967500	669	797
1630584031.000830	668	798
1630584031.034170	668	799
1630584031.067500	668	798
1630584031.100830	669	797
1630584031.134170	671	795
1630584031.167500	673	794
1630584031.200830	675	795
1630584031.234170	676	796
1630584031.267500	676	798
1630584031.300830	675	799
1630584031.334170	672	800
1630584031.367500	668	799
1630584031.400830	677	788
1630584031.434170	674	785
1630584031.467500	671	782
1630584031.500830	667	779
1630584031.534170	666	775
1630584031.567500	653	784
1630584031.600840	650	781
1630584031.634170	648	778
1630584031.667500	646	775
1630584031.700840	645	772
1630584031.734170	644	770
1630584031.767500	643	767
1630584031.800840	642	766
1630584031.834170	641	764
1630584031.867500	641	762
1630584031.900840	640	761
1630584031.934170	639	759
1630584031.967500	639	758
1630584032.000840	638	756
1630584032.034170	636	754
1630584032.067500	635	751
1630584032.100840	635	749
1630584032.134170	636	748
1630584032.167500	637	747
1630584032.200840	637	746
1630584032.234170	638	746
1630584032.267500	638	750
1630584032.300840	637	750
1630584032.334170	637	747
1630584032.367500	637	746
1630584032.400840	636	747
1630584032.434170	636	747
1630584032.467500	636	746
1630584032.500840	636	748
1630584032.534170	637	749
1630584032.567510	637	753
1630584032.600840	637	755
1630584032.634170	637	756
1630584032.667510	636	754
1630584032.700840	636	749
1630584032.734170	638	742
1630584032.767510	639	742
1630584032.800840	641	739
1630584032.834170	642	737
1630584032.867510	643	736
1630584032.900840	643	735
1630584032.934170	642	735
1630584032.967510	641	735
1630584033.000840	639	736
1630584033.034170	637	737
1630584033.067510	636	738
1630584033.100840	635	738
1630584033.134170	634	739
1630584033.167510	634	740
1630584033.200840	635	739
1630584033.234170	636	738
1630584033.267510	637	736
1630584033.300840	637	736
1630584033.334170	637	737
1630584033.367510	637	737
1630584033.400840	650	730
1630584033.434180	636	738
1630584033.467510	636	738
1630584033.500840	637	738
1630584033.534180	637	737
1630584033.567510	638	738
1630584033.600840	638	739
1630584033.634180	638	739
1630584033.667510	638	739
1630584033.700840	637	739
1630584033.734180	637	739
1630584033.767510	637	740
1630584033.800840	637	740
1630584033.834180	637	740
1630584033.867510	637	741
1630584033.900840	637	741
1630584033.934180	637	743
1630584033.967510	648	734
1630584034.000840	649	735
1630584034.034180	638	745
1630584034.067510	638	744
1630584034.100840	638	742
1630584034.134180	638	740
1630584034.167510	638	739
1630584034.200840	639	739
1630584034.234180	639	739
1630584034.267510	639	739
1630584034.300850	639	739
1630584034.334180	640	739
1630584034.367510	640	739
1630584034.400850	641	739
1630584034.434180	641	738
1630584034.467510	641	737
1630584034.500850	642	737
1630584034.534180	642	736
1630584034.567510	643	736
1630584034.600850	643	735
1630584034.634180	644	735
1630584034.667510	644	734
1630584034.700850	658	728
1630584034.734180	645	734
1630584034.767510	644	734
1630584034.800850	645	734
1630584034.834180	645	734
1630584034.867510	645	734
1630584034.900850	645	734
1630584034.934180	645	734
1630584034.967510	645	734
1630584035.000850	645	734
1630584035.034180	645	734
1630584035.067510	645	734
1630584035.100850	645	734
1630584035.134180	645	735
1630584035.167510	645	737
1630584035.200850	646	741
1630584035.234180	647	745
1630584035.267520	647	747
1630584035.300850	646	748
1630584035.334180	645	750
1630584035.367520	643	751
1630584035.400850	642	751
1630584035.434180	640	749
1630584035.467520	638	747
1630584035.500850	637	746
1630584035.534180	637	747
1630584035.567520	638	749
1630584035.600850	639	749
1630584035.634180	640	748
1630584035.667520	640	747
1630584035.700850	640	747
1630584035.734180	641	745
1630584035.767520	641	744
1630584035.800850	641	743
1630584035.834180	641	742
1630584035.867520	640	741
1630584035.900850	640	741
1630584035.934180	640	741
1630584035.967520	640	742
1630584036.000850	640	742
1630584036.034180	641	743
1630584036.067520	640	744
1630584036.100850	640	744
1630584036.134190	640	744
1630584036.167520	639	744
1630584036.200850	640	744
1630584036.234190	640	743
1630584036.267520	640	743
1630584036.300850	640	743
1630584036.334190	640	743
1630584036.367520	640	743
1630584036.400850	640	743
1630584036.434190	640	743
1630584036.467520	640	743
1630584036.500850	640	743
1630584036.534190	640	743
1630584036.567520	640	742
1630584036.600850	640	742
1630584036.634190	640	743
1630584036.667520	640	743
1630584036.700850	640	743
1630584036.734190	640	743
1630584036.767520	640	743
1630584036.800850	640	743
1630584036.834190	640	743
1630584036.867520	640	743
1630584036.900850	640	743
1630584036.934190	640	743
1630584036.967520	640	743
1630584037.000850	640	743
1630584037.034190	640	744
1630584037.067520	641	749
1630584037.100860	641	753
1630584037.134190	641	758
1630584037.167520	641	760
1630584037.200860	640	763
1630584037.234190	643	769
1630584037.267520	641	774
1630584037.300860	635	776
1630584037.334190	647	790
1630584037.367520	646	796
1630584037.400860	643	804
1630584037.434190	635	806
1630584037.467520	632	802
1630584037.500860	626	801
1630584037.534190	621	803
1630584037.567520	617	803
1630584037.600860	612	802
1630584037.634190	610	801
1630584037.667520	611	801
1630584037.700860	610	802
1630584037.734190	610	801
1630584037.767520	609	802
1630584037.800860	608	802
1630584037.834190	608	801
1630584037.867520	607	801
1630584037.900860	606	801
1630584037.934190	603	783
1630584037.967530	603	778
1630584038.000860	606	770
1630584038.034190	604	779
1630584038.067530	608	758
1630584038.100860	608	754
1630584038.134190	603	769
1630584038.167530	607	755
1630584038.200860	607	756
1630584038.234190	607	755
1630584038.267530	607	756
1630584038.300860	602	771
1630584038.334190	606	756
1630584038.367530	606	756
1630584038.400860	606	756
1630584038.434190	605	755
1630584038.467530	605	755
1630584038.500860	605	756
1630584038.534190	605	757
1630584038.567530	605	757
1630584038.600860	605	758
1630584038.634190	604	759
1630584038.667530	605	758
1630584038.700860	604	758
1630584038.734190	604	759
1630584038.767530	604	758
1630584038.800860	604	756
1630584038.834190	602	771
1630584038.867530	604	756
1630584038.900860	602	770
1630584038.934200	602	769
1630584038.967530	602	767
1630584039.000860	602	766
1630584039.034200	602	765
1630584039.067530	602	765
1630584039.100860	602	764
1630584039.134200	601	764
1630584039.167530	601	763
1630584039.200860	601	763
1630584039.234200	602	763
1630584039.267530	601	762
1630584039.300860	601	762
1630584039.334200	601	762
1630584039.367530	604	757
1630584039.400860	605	754
1630584039.434200	601	755
1630584039.467530	602	752
1630584039.500860	602	749
1630584039.534200	602	748
1630584039.567530	602	746
1630584039.600860	602	743
1630584039.634200	615	734
1630584039.667530	602	741
1630584039.700860	602	741
1630584039.734200	602	739
1630584039.767530	615	732
1630584039.800870	616	732
1630584039.834200	619	732
1630584039.867530	621	732
1630584039.900870	623	732
1630584039.934200	624	732
1630584039.967530	626	734
1630584040.000870	626	734
1630584040.034200	626	734
1630584040.067530	626	733
1630584040.100870	627	733
1630584040.134200	626	732
1630584040.167530	626	731
1630584040.200870	626	731
1630584040.234200	626	729
1630584040.267530	625	729
1630584040.300870	626	729
1630584040.334200	626	728
1630584040.367530	625	728
1630584040.400870	626	727
1630584040.434200	626	726
1630584040.467530	624	725
1630584040.500870	623	724
1630584040.534200	623	722
1630584040.567530	623	721
1630584040.600870	622	718
1630584040.634200	622	716
1630584040.667530	623	714
1630584040.700870	622	711
1630584040.734200	622	709
1630584040.767540	624	707
1630584040.800870	625	707
1630584040.834200	625	706
1630584040.867540	625	706
1630584040.900870	627	706
1630584040.934200	630	705
1630584040.967540	631	703
1630584041.000870	632	703
1630584041.034200	636	703
1630584041.067540	640	704
1630584041.100870	644	704
1630584041.134200	647	704
1630584041.167540	648	705
1630584041.200870	647	707
1630584041.234200	646	707
1630584041.267540	645	706
1630584041.300870	645	705
1630584041.334200	646	705
1630584041.367540	646	705
1630584041.400870	646	704
1630584041.434200	646	704
1630584041.467540	646	705
1630584041.500870	647	704
1630584041.534200	647	704
1630584041.567540	646	704
1630584041.600870	646	704
1630584041.634200	646	704
1630584041.667540	646	703
1630584041.700870	646	703
1630584041.734210	646	703
1630584041.767540	646	704
1630584041.800870	646	703
1630584041.834210	646	703
1630584041.867540	646	703
1630584041.900870	646	703
1630584041.934210	646	703
1630584041.967540	646	703
1630584042.000870	646	703
1630584042.034210	646	703
1630584042.067540	646	703
1630584042.100870	647	703
1630584042.134210	647	703
1630584042.167540	647	703
1630584042.200870	646	703
1630584042.234210	646	703
1630584042.267540	646	703
1630584042.300870	646	703
1630584042.334210	647	702
1630584042.367540	647	702
1630584042.400870	647	703
1630584042.434210	646	703
1630584042.467540	647	705
1630584042.500870	647	706
1630584042.534210	647	707
1630584042.567540	647	709
1630584042.600880	647	710
1630584042.634210	647	712
1630584042.667540	648	715
1630584042.700880	644	713
1630584042.734210	648	721
1630584042.767540	649	722
1630584042.800880	650	722
1630584042.834210	650	721
1630584042.867540	649	715
1630584042.900880	654	721
1630584042.934210	655	720
1630584042.967540	656	720
1630584043.000880	657	719
1630584043.034210	657	718
1630584043.067540	657	719
1630584043.100880	658	719
1630584043.134210	658	719
1630584043.167540	658	719
1630584043.200880	659	718
1630584043.234210	660	718
1630584043.267540	660	718
1630584043.300880	660	718
1630584043.334210	660	718
1630584043.367540	660	718
1630584043.400880	660	718
1630584043.434210	651	705
1630584043.467550	660	718
1630584043.500880	660	718
1630584043.534210	660	718
1630584043.567550	660	718
1630584043.600880	660	718
1630584043.634210	661	718
1630584043.667550	652	705
1630584043.700880	661	718
1630584043.734210	661	718
1630584043.767550	661	717
1630584043.800880	661	717
1630584043.834210	661	718
1630584043.867550	661	718
1630584043.900880	661	718
1630584043.934210	661	717
1630584043.967550	661	718
1630584044.000880	661	718
1630584044.034210	661	718
1630584044.067550	661	718
1630584044.100880	661	718
1630584044.134210	652	705
1630584044.167550	652	705
1630584044.200880	661	718
1630584044.234210	652	705
1630584044.267550	652	705
1630584044.300880	661	718
1630584044.334210	660	718
1630584044.367550	660	718
1630584044.400880	660	718
1630584044.434220	652	705
1630584044.467550	661	718
1630584044.500880	661	718
1630584044.534220	661	718
1630584044.567550	652	705
1630584044.600880	661	718
1630584044.634220	661	718
1630584044.667550	661	717
1630584044.700880	661	718
1630584044.734220	661	718
1630584044.767550	661	718
1630584044.800880	662	717
1630584044.834220	662	717
1630584044.867550	662	717
1630584044.900880	662	717
1630584044.934220	662	717
1630584044.967550	662	717
1630584045.000880	662	717
1630584045.034220	662	717
1630584045.067550	662	717
1630584045.100880	662	717
1630584045.134220	662	717
1630584045.167550	662	718
1630584045.200880	662	718
1630584045.234220	662	718
1630584045.267550	657	713
1630584045.300890	660	719
1630584045.334220	658	719
1630584045.367550	658	719
1630584045.400890	658	720
1630584045.434220	656	720
1630584045.467550	656	720
1630584045.500890	656	721
1630584045.534220	655	720
1630584045.567550	654	721
1630584045.600890	655	721
1630584045.634220	655	722
1630584045.667550	654	722
1630584045.700890	653	722
1630584045.734220	653	722
1630584045.767550	655	722
1630584045.800890	657	721
1630584045.834220	657	720
1630584045.867550	658	720
1630584045.900890	658	720
1630584045.934220	657	720
1630584045.967550	656	720
1630584046.000890	655	720
1630584046.034220	655	720
1630584046.067550	656	720
1630584046.100890	657	720
1630584046.134220	658	720
